transaction_id,customer_id,timestamp,amount_eur,currency,channel,card_present,merchant_category,merchant_name,transaction_country,transaction_city,device_id,device_fingerprint,ip_address,auth_method,auth_success,txn_count_last_1h,txn_count_last_24h,txn_amount_last_24h,response_time_ms,is_fraud,fraud_type,age,monthly_income_eur,credit_score,is_synthetic_identity,is_mule_account,kyc_verified,account_type,zone,account_open_date,date,hour,day_of_week,month,year,is_foreign,is_unknown_device,fraud_label,card_presence,fraud_type_clean,amount_bucket
TXN00000027,CUS000355,2025-05-17 08:24:24,34.79,EUR,branch,1,pharmacy,Generali Assicurazioni,IT,Roma,DEV0001417,9640526e46628093,93.48.170.144,3ds,1,1,1,18.25,197,0,legitimate,37,2834.53,721,0,0,1,checking,Flaminio,2018-11-15,2025-05-17,8,Saturday,2025-05,2025,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00000028,CUS000638,2024-03-18 14:05:51,841.48,EUR,pos_terminal,1,electronics,UniCredit ATM,IT,Roma,DEV0002549,08a2c82532393e92,172.58.183.106,3ds,1,2,1,736.38,582,0,legitimate,65,5536.85,575,0,0,1,savings,Prati,2020-01-29,2024-03-18,14,Monday,2024-03,2024,0,0,Legitimate,Card Present,Legitimate,500-1K
TXN00000029,CUS000242,2025-06-09 06:42:21,3269.08,EUR,online,0,crypto_exchange,Netflix,RU,Sao Paulo,UNKNOWN,524ff0e99b675236,43.6.229.44,otp,1,1,3,14356.75,53,1,account_takeover,51,4379.83,704,0,0,1,checking,Ostiense,2019-10-10,2025-06-09,6,Monday,2025-06,2025,1,1,Fraud,Card Not Present,Account Takeover,1K-5K
TXN00000030,CUS000239,2024-04-11 03:57:12,3410.99,EUR,mobile_app,0,crypto_exchange,Esselunga Parioli,IT,Roma,DEV0000953,e550ed86b1198e00,93.44.164.142,3ds,1,0,5,19778.19,467,0,legitimate,69,1639.18,343,0,0,1,business,Tor Vergata,2023-02-23,2024-04-11,3,Thursday,2024-04,2024,0,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00000031,CUS001495,2025-09-08 00:11:45,87.59,EUR,atm,1,restaurant,Pizzeria Baffetto,IT,Roma,DEV0005978,6fd74e77b0dec79d,202.66.138.11,biometric,1,0,3,210.4,668,0,legitimate,40,1863.51,317,0,0,1,checking,EUR,2019-11-04,2025-09-08,0,Monday,2025-09,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000032,CUS001211,2025-11-21 13:14:02,59.32,EUR,pos_terminal,1,pharmacy,Conad Trastevere,IT,Roma,DEV0004841,574a72aa278bfd68,93.42.18.102,biometric,0,0,2,201.73,169,0,legitimate,28,5032.88,603,0,0,1,checking,Centocelle,2019-07-27,2025-11-21,13,Friday,2025-11,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000033,CUS001616,2025-04-21 00:09:46,28.45,EUR,online,0,grocery,Shell Via Tiburtina,RU,Paris,DEV0006462,bbaaffbd1ac5fdff,93.39.0.248,otp,1,0,3,121.43,774,0,legitimate,73,2898.77,478,0,0,1,checking,Testaccio,2023-03-03,2025-04-21,0,Monday,2025-04,2025,1,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00000034,CUS001797,2025-12-27 12:42:27,290.95,EUR,atm,1,clothing,ENI Stazione Ostiense,IT,Roma,DEV0007185,4b110d171ead3f86,93.48.18.127,biometric,1,1,1,292.37,599,0,legitimate,35,6538.27,662,0,0,1,savings,Monti,2023-04-14,2025-12-27,12,Saturday,2025-12,2025,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00000035,CUS001715,2024-12-12 06:41:41,42.33,EUR,online,0,pharmacy,Farmacia Trastevere,IT,Roma,DEV0006857,edf68ebb471fc65e,190.222.142.198,pin,1,0,4,157.51,344,0,legitimate,35,4036.27,607,0,0,1,business,EUR,2021-04-03,2024-12-12,6,Thursday,2024-12,2024,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00000036,CUS001531,2024-10-11 15:28:35,5330.13,EUR,pos_terminal,1,crypto_exchange,Generali Assicurazioni,RU,Roma,UNKNOWN,7545ab98965ef185,47.133.23.221,otp,1,1,2,342.29,58,1,account_takeover,28,1885.16,594,0,0,1,savings,EUR,2022-06-15,2024-10-11,15,Friday,2024-10,2024,1,1,Fraud,Card Present,Account Takeover,5K+
TXN00000037,CUS000777,2025-09-20 14:29:45,143.21,EUR,online,0,clothing,Zalando.it,IT,Roma,DEV0003105,ab4650e00a46d5c3,93.49.93.32,biometric,1,1,2,318.13,568,0,legitimate,57,3184.89,830,0,0,1,checking,Ostiense,2019-09-01,2025-09-20,14,Saturday,2025-09,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00000038,CUS000572,2024-04-04 22:56:24,44.73,EUR,online,0,gas_station,Enel Energia,IT,Roma,DEV0002286,6444c887482f4f99,93.44.134.170,3ds,1,2,3,257.79,124,0,legitimate,33,3432.35,642,0,0,1,checking,San Giovanni,2023-02-12,2024-04-04,22,Thursday,2024-04,2024,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00000039,CUS000848,2025-08-19 19:00:20,316.39,EUR,mobile_app,0,online_shopping,Shell Via Tiburtina,IT,Roma,DEV0003389,880461f612356883,93.44.87.166,3ds,1,0,3,1640.81,198,0,legitimate,43,2418.45,552,0,0,1,checking,Tor Vergata,2023-10-13,2025-08-19,19,Tuesday,2025-08,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00000040,CUS001810,2025-04-06 16:31:38,178.34,EUR,mobile_app,0,online_shopping,Pizzeria Baffetto,US,Moscow,DEV0007238,4f33f138ea730c98,93.40.247.190,biometric,1,0,2,537.01,372,0,legitimate,41,5029.51,521,0,0,1,business,San Giovanni,2021-03-24,2025-04-06,16,Sunday,2025-04,2025,1,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00000041,CUS000542,2025-04-06 13:08:35,44.92,EUR,pos_terminal,1,restaurant,Spotify,IT,Roma,DEV0002166,17ffbb1ad813701a,44.194.218.52,biometric,1,0,7,468.91,445,0,legitimate,28,3690.12,720,0,0,1,checking,Tor Vergata,2022-12-09,2025-04-06,13,Sunday,2025-04,2025,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00000042,CUS001186,2025-03-23 19:58:20,2738.25,EUR,atm,1,travel,Unieuro Porta di Roma,IT,Roma,DEV0004742,c46f53f91f2e8f86,212.96.162.110,pin,1,1,5,24263.69,714,0,legitimate,63,5096.25,646,0,0,1,checking,Monti,2022-06-02,2025-03-23,19,Sunday,2025-03,2025,0,0,Legitimate,Card Present,Legitimate,1K-5K
TXN00000043,CUS001699,2024-04-25 09:58:15,39.21,EUR,mobile_app,0,pharmacy,Zara Via del Corso,DE,Sao Paulo,DEV0006793,d198f4575b62ed9b,93.46.112.184,3ds,1,0,1,55.38,757,0,legitimate,67,1413.82,483,0,0,1,checking,Parioli,2021-06-10,2024-04-25,9,Thursday,2024-04,2024,1,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00000044,CUS000790,2025-07-23 02:27:30,50.88,EUR,pos_terminal,1,gas_station,UniCredit ATM,IT,Roma,DEV0003157,fa683038424cde79,89.70.89.252,biometric,1,0,1,71.3,228,0,legitimate,40,3669.37,820,0,0,1,business,Trastevere,2020-09-24,2025-07-23,2,Wednesday,2025-07,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000045,CUS001439,2024-02-29 03:46:55,38.52,EUR,pos_terminal,1,subscription,Unieuro Porta di Roma,IT,Roma,DEV0005753,5333e169688b4c84,93.32.30.135,pin,1,0,2,38.97,680,0,legitimate,45,3595.33,330,0,0,1,savings,Testaccio,2020-05-27,2024-02-29,3,Thursday,2024-02,2024,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00000046,CUS000425,2025-10-07 15:43:14,2493.05,EUR,online,0,travel,Cinema The Space,IT,Roma,DEV0001698,076e1ff4ab3cdbb4,93.33.123.252,pin,1,3,4,6078.09,351,0,legitimate,36,2181.63,806,0,0,1,checking,Centocelle,2023-11-30,2025-10-07,15,Tuesday,2025-10,2025,0,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00000047,CUS000186,2025-10-11 07:19:01,764.95,EUR,atm,1,transfer,Binance,IT,Roma,DEV0000741,f62b07d0245cb270,93.32.172.182,3ds,1,2,0,0.0,444,0,legitimate,63,2941.29,586,0,0,1,savings,Centocelle,2021-09-23,2025-10-11,7,Saturday,2025-10,2025,0,0,Legitimate,Card Present,Legitimate,500-1K
TXN00000048,CUS000529,2025-11-27 10:53:00,171.05,EUR,pos_terminal,1,online_shopping,Netflix,IT,Roma,DEV0002114,175311800ab2437e,93.41.92.4,otp,1,1,3,683.55,345,0,legitimate,62,1344.7,463,0,0,1,savings,EUR,2019-12-20,2025-11-27,10,Thursday,2025-11,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000049,CUS000065,2025-08-03 16:50:50,5182.63,EUR,pos_terminal,1,crypto_exchange,Bar Roma Centro,ES,Moscow,DEV0000259,7c6785f2b5b438dc,93.49.124.20,otp,1,2,3,17041.53,515,0,legitimate,71,4794.44,846,0,0,1,checking,Balduina,2021-04-18,2025-08-03,16,Sunday,2025-08,2025,1,0,Legitimate,Card Present,Legitimate,5K+
TXN00000050,CUS000287,2024-06-08 09:35:51,199.84,EUR,pos_terminal,1,atm_withdrawal,Enel Energia,IT,Roma,DEV0001146,010689a025d6d77e,93.33.34.188,biometric,1,2,2,454.34,576,0,legitimate,37,3403.56,781,0,0,1,checking,Monti,2018-09-27,2024-06-08,9,Saturday,2024-06,2024,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000051,CUS000763,2025-05-07 14:13:14,1120.95,EUR,online,0,online_shopping,Trenitalia,IT,Roma,DEV0003049,f5217694fbd64c3f,93.46.29.73,otp,1,0,7,3680.91,374,1,first_party_fraud,42,1410.91,692,0,0,1,checking,San Giovanni,2020-04-14,2025-05-07,14,Wednesday,2025-05,2025,0,0,Fraud,Card Not Present,First Party Fraud,1K-5K
TXN00000052,CUS000661,2025-11-13 15:01:28,191.14,EUR,online,0,clothing,Bar Roma Centro,IT,Roma,DEV0002641,3e3eb7c56152afa4,93.49.74.11,pin,1,3,4,1491.31,514,0,legitimate,53,4156.7,720,0,0,1,checking,Monteverde,2018-10-13,2025-11-13,15,Thursday,2025-11,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00000053,CUS001781,2025-05-23 17:49:08,716.28,EUR,pos_terminal,1,crypto_exchange,Conad Trastevere,IT,Roma,DEV0007121,90d8021e08f16a47,93.35.101.92,pin,1,2,6,4471.34,216,0,legitimate,24,4202.41,467,0,0,1,checking,Testaccio,2023-06-21,2025-05-23,17,Friday,2025-05,2025,0,0,Legitimate,Card Present,Legitimate,500-1K
TXN00000054,CUS000864,2025-09-22 17:32:29,156.89,EUR,online,0,atm_withdrawal,MediaWorld Roma,IT,Roma,DEV0003454,f2f6e5d8928cc072,93.40.224.250,3ds,1,0,0,0.0,457,0,legitimate,19,2598.0,766,0,0,1,checking,Prati,2020-08-20,2025-09-22,17,Monday,2025-09,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00000055,CUS001327,2024-10-03 15:01:50,1257.38,EUR,mobile_app,0,crypto_exchange,Bar Roma Centro,RO,New York,DEV0005305,d61de2bdaebd6e59,93.46.0.168,pin,1,1,3,1981.86,746,0,legitimate,47,3401.18,410,0,0,1,checking,Nomentano,2021-08-27,2024-10-03,15,Thursday,2024-10,2024,1,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00000056,CUS000334,2024-11-12 05:54:41,386.14,EUR,pos_terminal,1,atm_withdrawal,UniCredit ATM,IT,Roma,DEV0001333,1f0df0c2fd23a0f1,93.41.7.216,pin,1,1,2,1368.49,250,0,legitimate,41,5221.37,689,0,0,1,checking,Prati,2021-09-06,2024-11-12,5,Tuesday,2024-11,2024,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00000057,CUS001541,2024-06-23 16:11:55,18.15,EUR,pos_terminal,1,grocery,Netflix,IT,Roma,DEV0006161,7fd8bb58d8ce3b1c,11.117.60.36,3ds,1,0,4,57.69,223,0,legitimate,25,2643.39,770,0,0,1,checking,Tor Vergata,2023-04-24,2024-06-23,16,Sunday,2024-06,2024,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00000058,CUS001216,2024-05-24 11:23:55,2992.68,EUR,online,0,online_shopping,Cinema The Space,CN,Roma,UNKNOWN,099f6bc54b8ec5ae,81.103.108.175,otp,1,1,2,528.22,45,1,account_takeover,72,2304.12,688,0,0,1,business,Esquilino,2021-04-21,2024-05-24,11,Friday,2024-05,2024,1,1,Fraud,Card Not Present,Account Takeover,1K-5K
TXN00000059,CUS000970,2024-05-04 14:22:30,161.55,EUR,branch,1,insurance,ENI Stazione Ostiense,RO,Sao Paulo,DEV0003878,a6eee62ec6072e0b,93.37.164.219,3ds,0,1,2,202.32,598,0,legitimate,63,2674.57,330,0,0,1,savings,Flaminio,2018-09-29,2024-05-04,14,Saturday,2024-05,2024,1,0,Legitimate,Card Present,Legitimate,50-200
TXN00000060,CUS000692,2024-12-22 09:11:16,135.17,EUR,online,0,atm_withdrawal,Zara Via del Corso,IT,Roma,DEV0002765,f3d2d3d391352bbf,93.42.234.246,pin,1,1,6,673.5,438,0,legitimate,68,6614.64,697,0,0,1,checking,Ostiense,2022-06-04,2024-12-22,9,Sunday,2024-12,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00000061,CUS000615,2025-04-11 08:47:00,39.02,EUR,online,0,grocery,ENI Stazione Ostiense,IT,Roma,DEV0002457,c1e93ab8f7d351ba,93.38.126.242,otp,1,0,1,28.14,708,0,legitimate,55,1822.75,781,0,0,1,savings,San Giovanni,2022-10-31,2025-04-11,8,Friday,2025-04,2025,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00000062,CUS000863,2024-06-06 14:23:32,19.75,EUR,branch,1,subscription,Binance,IT,Roma,DEV0003450,e5455b4960dca4fb,93.45.205.103,otp,1,0,4,122.69,455,0,legitimate,77,1687.43,336,0,0,1,checking,Esquilino,2020-11-22,2024-06-06,14,Thursday,2024-06,2024,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00000063,CUS001954,2024-08-29 14:18:19,34.93,EUR,pos_terminal,1,utility_bill,Trenitalia,IT,Roma,DEV0007813,cf119dec292ab52d,93.32.154.5,biometric,1,2,2,85.69,58,0,legitimate,62,4103.52,627,0,0,1,savings,EUR,2019-08-14,2024-08-29,14,Thursday,2024-08,2024,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00000064,CUS000336,2025-09-15 08:24:35,217.17,EUR,mobile_app,0,transfer,Pizzeria Baffetto,IT,Roma,DEV0001341,638fb76cc87f9797,147.232.144.54,3ds,1,0,4,769.52,767,0,legitimate,66,3277.43,720,0,0,1,checking,San Giovanni,2023-05-19,2025-09-15,8,Monday,2025-09,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00000065,CUS001816,2025-04-08 15:52:48,114.21,EUR,pos_terminal,1,utility_bill,Cinema The Space,IT,Roma,DEV0007261,e28943eaee37ac88,93.37.178.102,3ds,1,0,3,249.27,233,0,legitimate,32,1759.84,705,0,0,1,checking,Esquilino,2018-07-25,2025-04-08,15,Tuesday,2025-04,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000066,CUS001949,2025-04-10 20:17:40,116.51,EUR,pos_terminal,1,utility_bill,Binance,IT,Roma,DEV0007793,31e13bbc243de269,93.49.231.158,otp,1,0,3,579.7,781,0,legitimate,48,1991.65,702,0,0,1,savings,Monti,2023-07-20,2025-04-10,20,Thursday,2025-04,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000067,CUS000267,2025-10-21 03:41:54,72.69,EUR,online,0,pharmacy,MediaWorld Roma,FR,New York,DEV0001065,d47763a02f6d37d8,163.113.18.110,pin,1,0,1,51.09,334,0,legitimate,77,1859.96,537,0,0,1,savings,EUR,2022-08-14,2025-10-21,3,Tuesday,2025-10,2025,1,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00000068,CUS001624,2024-05-03 03:15:38,71.11,EUR,pos_terminal,1,entertainment,Ristorante Da Mario,IT,Roma,DEV0006494,017fd6727dab5fed,93.48.231.198,3ds,1,2,3,260.92,202,0,legitimate,19,2534.27,825,0,0,1,savings,Flaminio,2020-07-31,2024-05-03,3,Friday,2024-05,2024,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00000069,CUS000940,2025-04-23 06:27:01,28.2,EUR,online,0,subscription,Pizzeria Baffetto,DE,Madrid,DEV0003758,1401c6a2587bc493,93.35.183.213,otp,1,1,5,251.14,524,0,legitimate,70,4026.4,757,0,0,1,checking,Ostiense,2018-11-06,2025-04-23,6,Wednesday,2025-04,2025,1,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00000070,CUS000411,2025-08-08 05:21:23,4852.36,EUR,atm,1,crypto_exchange,Pizzeria Baffetto,IT,Roma,DEV0001642,76f59107d4722929,115.14.15.22,biometric,1,0,4,31047.48,68,0,legitimate,63,2657.39,408,0,0,1,checking,Tor Vergata,2020-08-19,2025-08-08,5,Friday,2025-08,2025,0,0,Legitimate,Card Present,Legitimate,1K-5K
